Job_role,Client,Source,Recruiter Name,Submission_date,Interview_date,Offer_date,Joining_date,Status,Salary,Location,Client
RTL Design Engineer,Accenture,Referral,Recruiter_D,02-02-2024 00:00,04-02-2024 00:00,09-02-2024 00:00,16-02-2024 00:00,Offered,140075,Illinois,Accenture
Technical Project Manager,Deloitte,Indeed,Imtyaz,02-02-2024 00:00,08-02-2024 00:00,12-02-2024 00:00,20-02-2024 00:00,Joined,120738,Illinois,Deloitte
RTL Design Engineer,Microsoft,Career Site,Recruiter_B,02-02-2024 00:00,03-02-2024 00:00,11-02-2024 00:00,02-03-2024 00:00,Joined,130252,Texas,Microsoft
RTL Design Engineer,Google,LinkedIn,Recruiter_C,02-02-2024 00:00,04-02-2024 00:00,14-02-2024 00:00,05-03-2024 00:00,Offered,101268,Washington,Google
ASIC Design Engineer,Deloitte,Referral,Recruiter_A,02-02-2024 00:00,07-02-2024 00:00,14-02-2024 00:00,10-03-2024 00:00,Rejected,67134,Washington,Deloitte
ASIC Design Engineer,Google,LinkedIn,Recruiter_C,02-02-2024 00:00,06-02-2024 00:00,11-02-2024 00:00,12-03-2024 00:00,Interview,95100,Washington,Google
Verification Engineer,Accenture,Naukri,Recruiter_B,05-02-2024 00:00,10-02-2024 00:00,20-02-2024 00:00,25-02-2024 00:00,Rejected,100273,Washington,Accenture
Technical Project Manager,Deloitte,Career Site,Imtyaz,05-02-2024 00:00,08-02-2024 00:00,18-02-2024 00:00,25-02-2024 00:00,Interview,101615,Washington,Deloitte
Verification Engineer,Amazon,Naukri,Recruiter_A,05-02-2024 00:00,11-02-2024 00:00,17-02-2024 00:00,01-03-2024 00:00,Joined,94426,Washington,Amazon
Technical Project Manager,Google,Naukri,Recruiter_C,05-02-2024 00:00,08-02-2024 00:00,12-02-2024 00:00,02-03-2024 00:00,Joined,105783,New York,Google
Verification Engineer,Deloitte,LinkedIn,Imtyaz,05-02-2024 00:00,12-02-2024 00:00,13-02-2024 00:00,04-03-2024 00:00,Joined,82931,Illinois,Deloitte
ASIC Design Engineer,Amazon,Indeed,Recruiter_B,05-02-2024 00:00,14-02-2024 00:00,22-02-2024 00:00,10-03-2024 00:00,Offered,60971,Washington,Amazon
Mechanical Engineer,Microsoft,Career Site,Recruiter_C,05-02-2024 00:00,08-02-2024 00:00,13-02-2024 00:00,13-03-2024 00:00,Rejected,105033,California,Microsoft
RTL Design Engineer,Deloitte,Indeed,Recruiter_A,06-02-2024 00:00,09-02-2024 00:00,13-02-2024 00:00,21-02-2024 00:00,Rejected,80747,Illinois,Deloitte
Mechanical Engineer,Amazon,Referral,Recruiter_C,06-02-2024 00:00,12-02-2024 00:00,18-02-2024 00:00,26-02-2024 00:00,Interview,112089,New York,Amazon
ASIC Design Engineer,Accenture,Indeed,Recruiter_D,06-02-2024 00:00,15-02-2024 00:00,16-02-2024 00:00,29-02-2024 00:00,Interview,133553,Illinois,Accenture
Verification Engineer,Google,Career Site,Imtyaz,06-02-2024 00:00,14-02-2024 00:00,18-02-2024 00:00,15-03-2024 00:00,Joined,103942,Texas,Google
Technical Project Manager,Microsoft,LinkedIn,Imtyaz,06-02-2024 00:00,14-02-2024 00:00,19-02-2024 00:00,16-03-2024 00:00,Rejected,139416,California,Microsoft
RTL Design Engineer,Deloitte,Naukri,Recruiter_C,07-02-2024 00:00,12-02-2024 00:00,14-02-2024 00:00,25-02-2024 00:00,Interview,104947,Texas,Deloitte
Verification Engineer,Microsoft,Career Site,Recruiter_A,07-02-2024 00:00,16-02-2024 00:00,17-02-2024 00:00,26-02-2024 00:00,Joined,72618,California,Microsoft
Mechanical Engineer,Accenture,Career Site,Recruiter_C,07-02-2024 00:00,09-02-2024 00:00,13-02-2024 00:00,26-02-2024 00:00,Joined,65399,New York,Accenture
Technical Project Manager,Accenture,LinkedIn,Imtyaz,07-02-2024 00:00,12-02-2024 00:00,18-02-2024 00:00,03-03-2024 00:00,Offered,66603,Texas,Accenture
Mechanical Engineer,Google,Career Site,Imtyaz,07-02-2024 00:00,12-02-2024 00:00,14-02-2024 00:00,07-03-2024 00:00,Joined,114783,Washington,Google
Verification Engineer,Microsoft,Indeed,Recruiter_B,07-02-2024 00:00,08-02-2024 00:00,09-02-2024 00:00,08-03-2024 00:00,Rejected,133933,California,Microsoft
RTL Design Engineer,Deloitte,Indeed,Recruiter_D,07-02-2024 00:00,08-02-2024 00:00,11-02-2024 00:00,09-03-2024 00:00,Offered,87053,New York,Deloitte
Mechanical Engineer,Google,LinkedIn,Recruiter_D,07-02-2024 00:00,16-02-2024 00:00,17-02-2024 00:00,15-03-2024 00:00,Interview,111111,Washington,Google
Mechanical Engineer,Amazon,Indeed,Recruiter_D,07-02-2024 00:00,16-02-2024 00:00,25-02-2024 00:00,16-03-2024 00:00,Rejected,122672,California,Amazon
Mechanical Engineer,Google,Naukri,Recruiter_A,07-02-2024 00:00,15-02-2024 00:00,25-02-2024 00:00,17-03-2024 00:00,Joined,64323,New York,Google
Mechanical Engineer,Microsoft,Indeed,Recruiter_B,08-02-2024 00:00,09-02-2024 00:00,16-02-2024 00:00,28-02-2024 00:00,Offered,69096,California,Microsoft
Mechanical Engineer,Deloitte,Referral,Recruiter_D,08-02-2024 00:00,14-02-2024 00:00,23-02-2024 00:00,01-03-2024 00:00,Joined,128527,California,Deloitte
ASIC Design Engineer,Microsoft,Referral,Recruiter_A,08-02-2024 00:00,17-02-2024 00:00,20-02-2024 00:00,03-03-2024 00:00,Joined,75851,Washington,Microsoft
Mechanical Engineer,Microsoft,Naukri,Imtyaz,08-02-2024 00:00,11-02-2024 00:00,13-02-2024 00:00,11-03-2024 00:00,Offered,142396,California,Microsoft
Technical Project Manager,Google,,Recruiter_C,08-02-2024 00:00,11-02-2024 00:00,15-02-2024 00:00,13-03-2024 00:00,Rejected,,New York,Google
Verification Engineer,Microsoft,Career Site,Recruiter_A,08-02-2024 00:00,17-02-2024 00:00,24-02-2024 00:00,21-03-2024 00:00,Joined,79537,Illinois,Microsoft
ASIC Design Engineer,Amazon,Referral,Recruiter_B,09-02-2024 00:00,12-02-2024 00:00,17-02-2024 00:00,27-02-2024 00:00,Rejected,94555,Washington,Amazon
Mechanical Engineer,Amazon,Naukri,Imtyaz,09-02-2024 00:00,18-02-2024 00:00,23-02-2024 00:00,10-03-2024 00:00,Offered,110680,California,Amazon
Technical Project Manager,Google,Career Site,Recruiter_D,09-02-2024 00:00,18-02-2024 00:00,24-02-2024 00:00,15-03-2024 00:00,Rejected,98410,New York,Google
Mechanical Engineer,Amazon,Career Site,Recruiter_B,09-02-2024 00:00,11-02-2024 00:00,14-02-2024 00:00,15-03-2024 00:00,Rejected,62869,New York,Amazon
Verification Engineer,Microsoft,Naukri,Imtyaz,09-02-2024 00:00,11-02-2024 00:00,17-02-2024 00:00,17-03-2024 00:00,Joined,91000,Washington,Microsoft
ASIC Design Engineer,Amazon,Career Site,Recruiter_B,02-09-2024 00:00,17-02-2024 00:00,18-02-2024 00:00,18-03-2024 00:00,Rejected,61816,Texas,Amazon
Mechanical Engineer,Deloitte,Naukri,Imtyaz,09-02-2024 00:00,14-02-2024 00:00,22-02-2024 00:00,22-03-2024 00:00,Offered,148583,Illinois,Deloitte
ASIC Design Engineer,Amazon,Indeed,Recruiter_A,12-02-2024 00:00,19-02-2024 00:00,21-02-2024 00:00,26-02-2024 00:00,Interview,133720,California,Amazon
Mechanical Engineer,Amazon,Naukri,Imtyaz,12-02-2024 00:00,14-02-2024 00:00,19-02-2024 00:00,01-03-2024 00:00,Offered,113150,California,Amazon
Mechanical Engineer,Accenture,LinkedIn,Recruiter_C,02-12-2024 00:00,19-02-2024 00:00,26-02-2024 00:00,05-03-2024 00:00,Joined,80124,California,Accenture
RTL Design Engineer,Microsoft,Career Site,Imtyaz,12-02-2024 00:00,20-02-2024 00:00,24-02-2024 00:00,06-03-2024 00:00,Rejected,141030,Washington,Microsoft
Verification Engineer,Microsoft,Referral,Recruiter_A,12-02-2024 00:00,17-02-2024 00:00,21-02-2024 00:00,11-03-2024 00:00,Rejected,129172,Illinois,Microsoft
ASIC Design Engineer,Amazon,Referral,Recruiter_C,12-02-2024 00:00,15-02-2024 00:00,25-02-2024 00:00,11-03-2024 00:00,Offered,74788,New York,Amazon
Verification Engineer,Google,Indeed,Recruiter_D,12-02-2024 00:00,19-02-2024 00:00,22-02-2024 00:00,18-03-2024 00:00,Interview,87156,California,Google
ASIC Design Engineer,Amazon,Naukri,Imtyaz,12-02-2024 00:00,15-02-2024 00:00,21-02-2024 00:00,21-03-2024 00:00,Joined,67890,Texas,Amazon
ASIC Design Engineer,Google,LinkedIn,Recruiter_D,13-02-2024 00:00,16-02-2024 00:00,26-02-2024 00:00,03-03-2024 00:00,Joined,114697,Washington,Google
Mechanical Engineer,Deloitte,Indeed,Imtyaz,13-02-2024 00:00,23-02-2024 00:00,01-03-2024 00:00,19-03-2024 00:00,Rejected,125582,California,Deloitte
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_D,13-02-2024 00:00,22-02-2024 00:00,26-02-2024 00:00,24-03-2024 00:00,Offered,109818,California,Accenture
RTL Design Engineer,Microsoft,Naukri,Recruiter_D,13-02-2024 00:00,23-02-2024 00:00,02-03-2024 00:00,27-03-2024 00:00,Interview,64481,Texas,Microsoft
ASIC Design Engineer,Microsoft,Career Site,Recruiter_C,14-02-2024 00:00,18-02-2024 00:00,22-02-2024 00:00,01-03-2024 00:00,Interview,66609,Illinois,Microsoft
Mechanical Engineer,Microsoft,Indeed,Imtyaz,14-02-2024 00:00,16-02-2024 00:00,25-02-2024 00:00,03-03-2024 00:00,Joined,126858,New York,Microsoft
Mechanical Engineer,Accenture,Naukri,Imtyaz,14-02-2024 00:00,15-02-2024 00:00,17-02-2024 00:00,04-03-2024 00:00,Offered,77110,Illinois,Accenture
ASIC Design Engineer,Google,LinkedIn,Recruiter_C,14-02-2024 00:00,21-02-2024 00:00,27-02-2024 00:00,08-03-2024 00:00,Interview,148302,Washington,Google
RTL Design Engineer,Google,Indeed,Recruiter_C,14-02-2024 00:00,22-02-2024 00:00,23-02-2024 00:00,13-03-2024 00:00,Interview,74816,New York,Google
Verification Engineer,Accenture,Career Site,Recruiter_B,14-02-2024 00:00,21-02-2024 00:00,23-02-2024 00:00,13-03-2024 00:00,Interview,113950,Washington,Accenture
Technical Project Manager,Microsoft,LinkedIn,Recruiter_D,14-02-2024 00:00,17-02-2024 00:00,22-02-2024 00:00,16-03-2024 00:00,rejected,138619,Washington,Microsoft
Mechanical Engineer,Microsoft,Referral,Recruiter_A,14-02-2024 00:00,24-02-2024 00:00,01-03-2024 00:00,17-03-2024 00:00,Rejected,84301,Washington,Microsoft
Mechanical Engineer,Microsoft,Referral,Recruiter_A,14-02-2024 00:00,19-02-2024 00:00,28-02-2024 00:00,20-03-2024 00:00,Joined,143469,Washington,Microsoft
Mechanical Engineer,Deloitte,LinkedIn,Recruiter_D,14-02-2024 00:00,16-02-2024 00:00,26-02-2024 00:00,21-03-2024 00:00,Offered,139764,Texas,Deloitte
Mechanical Engineer,Google,Naukri,Imtyaz,14-02-2024 00:00,22-02-2024 00:00,29-02-2024 00:00,28-03-2024 00:00,Interview,130291,New York,Google
Mechanical Engineer,Microsoft,Career Site,Recruiter_D,14-02-2024 00:00,23-02-2024 00:00,04-03-2024 00:00,01-04-2024 00:00,Rejected,86205,Illinois,Microsoft
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_C,15-02-2024 00:00,16-02-2024 00:00,21-02-2024 00:00,29-02-2024 00:00,Joined,134128,California,Microsoft
RTL Design Engineer,Accenture,Career Site,Recruiter_A,15-02-2024 00:00,24-02-2024 00:00,28-02-2024 00:00,07-03-2024 00:00,Rejected,92398,California,Accenture
Mechanical Engineer,Deloitte,Career Site,Recruiter_D,15-02-2024 00:00,21-02-2024 00:00,02-03-2024 00:00,08-03-2024 00:00,Interview,138217,New York,Deloitte
Mechanical Engineer,Microsoft,Referral,Recruiter_D,15-02-2024 00:00,24-02-2024 00:00,29-02-2024 00:00,10-03-2024 00:00,Offered,60081,New York,Microsoft
Technical Project Manager,Google,Referral,Imtyaz,15-02-2024 00:00,21-02-2024 00:00,24-02-2024 00:00,10-03-2024 00:00,Offered,114902,California,Google
Technical Project Manager,Deloitte,LinkedIn,Recruiter_A,15-02-2024 00:00,21-02-2024 00:00,23-02-2024 00:00,12-03-2024 00:00,Joined,77161,Illinois,Deloitte
Mechanical Engineer,Google,Indeed,Recruiter_C,15-02-2024 00:00,24-02-2024 00:00,01-03-2024 00:00,13-03-2024 00:00,Interview,67556,California,Google
Verification Engineer,Microsoft,Indeed,Recruiter_D,15-02-2024 00:00,20-02-2024 00:00,23-02-2024 00:00,17-03-2024 00:00,Offered,133221,Illinois,Microsoft
Technical Project Manager,Google,LinkedIn,Imtyaz,15-02-2024 00:00,18-02-2024 00:00,27-02-2024 00:00,17-03-2024 00:00,Interview,140598,Texas,Google
RTL Design Engineer,Accenture,Indeed,Recruiter_B,15-02-2024 00:00,25-02-2024 00:00,29-02-2024 00:00,19-03-2024 00:00,Offered,69751,,Accenture
Technical Project Manager,Accenture,Career Site,Recruiter_C,15-02-2024 00:00,20-02-2024 00:00,22-02-2024 00:00,20-03-2024 00:00,Offered,141410,California,Accenture
Mechanical Engineer,Google,Referral,Recruiter_A,15-02-2024 00:00,19-02-2024 00:00,27-02-2024 00:00,22-03-2024 00:00,Interview,71251,Washington,Google
ASIC Design Engineer,Accenture,Referral,Recruiter_B,15-02-2024 00:00,25-02-2024 00:00,04-03-2024 00:00,23-03-2024 00:00,Joined,129314,Washington,Accenture
RTL Design Engineer,Amazon,Indeed,Recruiter_D,16-02-2024 00:00,19-02-2024 00:00,22-02-2024 00:00,06-03-2024 00:00,Joined,148185,Illinois,Amazon
Verification Engineer,Deloitte,Naukri,Recruiter_B,16-02-2024 00:00,23-02-2024 00:00,25-02-2024 00:00,07-03-2024 00:00,Rejected,92626,New York,Deloitte
ASIC Design Engineer,Deloitte,Referral,Recruiter_B,16-02-2024 00:00,18-02-2024 00:00,22-02-2024 00:00,08-03-2024 00:00,Interview,123731,New York,Deloitte
Mechanical Engineer,Accenture,Career Site,Recruiter_A,16-02-2024 00:00,26-02-2024 00:00,02-03-2024 00:00,16-03-2024 00:00,Interview,103856,New York,Accenture
Technical Project Manager,Amazon,Career Site,Recruiter_D,16-02-2024 00:00,22-02-2024 00:00,02-03-2024 00:00,18-03-2024 00:00,Interview,111211,New York,Amazon
Mechanical Engineer,Microsoft,Naukri,Imtyaz,16-02-2024 00:00,26-02-2024 00:00,29-02-2024 00:00,19-03-2024 00:00,Joined,127675,New York,Microsoft
ASIC Design Engineer,Accenture,Indeed,Recruiter_A,16-02-2024 00:00,20-02-2024 00:00,27-02-2024 00:00,20-03-2024 00:00,Offered,90216,Illinois,Accenture
RTL Design Engineer,Amazon,LinkedIn,Recruiter_C,16-02-2024 00:00,25-02-2024 00:00,02-03-2024 00:00,22-03-2024 00:00,Rejected,145878,Texas,Amazon
RTL Design Engineer,Microsoft,Indeed,Imtyaz,16-02-2024 00:00,23-02-2024 00:00,01-03-2024 00:00,22-03-2024 00:00,Rejected,68087,Washington,Microsoft
Technical Project Manager,Accenture,Referral,Recruiter_C,16-02-2024 00:00,22-02-2024 00:00,26-02-2024 00:00,27-03-2024 00:00,Joined,134317,Illinois,Accenture
RTL Design Engineer,Deloitte,Naukri,Recruiter_A,16-02-2024 00:00,24-02-2024 00:00,05-03-2024 00:00,28-03-2024 00:00,Offered,76002,Washington,Deloitte
Technical Project Manager,Deloitte,Naukri,Recruiter_D,16-02-2024 00:00,22-02-2024 00:00,03-03-2024 00:00,29-03-2024 00:00,Offered,137738,New York,Deloitte
Verification Engineer,Deloitte,Naukri,Recruiter_A,20-02-2024 00:00,21-02-2024 00:00,22-02-2024 00:00,27-02-2024 00:00,Rejected,138430,New York,Deloitte
Verification Engineer,Amazon,Referral,Recruiter_B,20-02-2024 00:00,21-02-2024 00:00,25-02-2024 00:00,02-03-2024 00:00,Offered,119198,California,Amazon
Verification Engineer,Amazon,Naukri,Recruiter_D,20-02-2024 00:00,24-02-2024 00:00,28-02-2024 00:00,08-03-2024 00:00,Offered,107444,California,Amazon
ASIC Design Engineer,Microsoft,Naukri,Imtyaz,20-02-2024 00:00,21-02-2024 00:00,22-02-2024 00:00,16-03-2024 00:00,Rejected,149622,Texas,Microsoft
Technical Project Manager,Google,Indeed,Recruiter_B,20-02-2024 00:00,01-03-2024 00:00,11-03-2024 00:00,26-03-2024 00:00,Joined,127214,Texas,Google
Technical Project Manager,Google,LinkedIn,Imtyaz,20-02-2024 00:00,29-02-2024 00:00,10-03-2024 00:00,31-03-2024 00:00,Joined,142683,Illinois,Google
RTL Design Engineer,Microsoft,Naukri,Recruiter_C,21-02-2024 00:00,23-02-2024 00:00,25-02-2024 00:00,11-03-2024 00:00,Offered,106801,Texas,Microsoft
Technical Project Manager,Accenture,Indeed,Recruiter_B,21-02-2024 00:00,26-02-2024 00:00,28-02-2024 00:00,26-03-2024 00:00,Offered,130516,Texas,Accenture
Technical Project Manager,Deloitte,Career Site,Recruiter_C,21-02-2024 00:00,25-02-2024 00:00,03-03-2024 00:00,31-03-2024 00:00,Offered,84951,New York,Deloitte
RTL Design Engineer,Amazon,Indeed,Imtyaz,21-02-2024 00:00,26-02-2024 00:00,07-03-2024 00:00,05-04-2024 00:00,Rejected,79693,Texas,Amazon
RTL Design Engineer,Accenture,Naukri,Recruiter_C,22-02-2024 00:00,23-02-2024 00:00,29-02-2024 00:00,08-03-2024 00:00,Rejected,61067,California,Accenture
RTL Design Engineer,Deloitte,Indeed,Recruiter_D,22-02-2024 00:00,26-02-2024 00:00,04-03-2024 00:00,09-03-2024 00:00,Interview,108109,California,Deloitte
Technical Project Manager,Google,Naukri,Recruiter_B,22-02-2024 00:00,26-02-2024 00:00,01-03-2024 00:00,10-03-2024 00:00,Joined,133360,Illinois,Google
Verification Engineer,Deloitte,Naukri,Recruiter_C,22-02-2024 00:00,24-02-2024 00:00,02-03-2024 00:00,12-03-2024 00:00,Offered,146771,New York,Deloitte
RTL Design Engineer,Deloitte,Referral,Recruiter_C,22-02-2024 00:00,28-02-2024 00:00,05-03-2024 00:00,15-03-2024 00:00,Offered,135220,New York,Deloitte
Technical Project Manager,Microsoft,Career Site,Recruiter_C,22-02-2024 00:00,28-02-2024 00:00,09-03-2024 00:00,21-03-2024 00:00,Rejected,129329,California,Microsoft
RTL Design Engineer,Microsoft,Indeed,Recruiter_C,22-02-2024 00:00,28-02-2024 00:00,03-03-2024 00:00,22-03-2024 00:00,Rejected,76961,New York,Microsoft
Mechanical Engineer,Deloitte,LinkedIn,Imtyaz,22-02-2024 00:00,24-02-2024 00:00,25-02-2024 00:00,25-03-2024 00:00,Rejected,131444,Illinois,Deloitte
Mechanical Engineer,Deloitte,Referral,Recruiter_B,23-02-2024 00:00,03-03-2024 00:00,09-03-2024 00:00,16-03-2024 00:00,Offered,67650,Texas,Deloitte
RTL Design Engineer,Accenture,Indeed,Imtyaz,23-02-2024 00:00,01-03-2024 00:00,06-03-2024 00:00,16-03-2024 00:00,Offered,113489,Illinois,Accenture
ASIC Design Engineer,Amazon,Naukri,Recruiter_B,23-02-2024 00:00,24-02-2024 00:00,25-02-2024 00:00,20-03-2024 00:00,Joined,135511,Texas,Amazon
RTL Design Engineer,Amazon,Referral,Recruiter_C,23-02-2024 00:00,28-02-2024 00:00,07-03-2024 00:00,21-03-2024 00:00,Interview,86253,Illinois,Amazon
Verification Engineer,Microsoft,Career Site,Recruiter_A,23-02-2024 00:00,26-02-2024 00:00,06-03-2024 00:00,22-03-2024 00:00,Joined,105874,Illinois,Microsoft
Mechanical Engineer,Google,LinkedIn,Recruiter_A,26-02-2024 00:00,04-03-2024 00:00,10-03-2024 00:00,17-03-2024 00:00,Rejected,64835,Washington,Google
Mechanical Engineer,Google,LinkedIn,Recruiter_A,26-02-2024 00:00,05-03-2024 00:00,15-03-2024 00:00,29-03-2024 00:00,Rejected,114780,Washington,Google
Verification Engineer,Amazon,LinkedIn,Imtyaz,26-02-2024 00:00,06-03-2024 00:00,12-03-2024 00:00,09-04-2024 00:00,Rejected,145551,New York,Amazon
Verification Engineer,Amazon,Career Site,Recruiter_B,27-02-2024 00:00,04-03-2024 00:00,06-03-2024 00:00,14-03-2024 00:00,Rejected,109825,California,Amazon
Verification Engineer,Google,LinkedIn,Recruiter_B,27-02-2024 00:00,04-03-2024 00:00,07-03-2024 00:00,14-03-2024 00:00,Offered,63253,Illinois,Google
RTL Design Engineer,Deloitte,Referral,Recruiter_B,27-02-2024 00:00,04-03-2024 00:00,07-03-2024 00:00,17-03-2024 00:00,Joined,96015,Washington,Deloitte
ASIC Design Engineer,Deloitte,LinkedIn,Imtyaz,27-02-2024 00:00,04-03-2024 00:00,12-03-2024 00:00,18-03-2024 00:00,Joined,82423,New York,Deloitte
Technical Project Manager,Amazon,LinkedIn,Recruiter_C,27-02-2024 00:00,03-03-2024 00:00,07-03-2024 00:00,21-03-2024 00:00,Offered,74669,New York,Amazon
ASIC Design Engineer,Amazon,Career Site,Recruiter_B,27-02-2024 00:00,06-03-2024 00:00,15-03-2024 00:00,23-03-2024 00:00,Offered,90523,Washington,Amazon
Technical Project Manager,Accenture,Career Site,Recruiter_D,27-02-2024 00:00,28-02-2024 00:00,01-03-2024 00:00,27-03-2024 00:00,Joined,93833,Illinois,Accenture
Verification Engineer,Microsoft,Naukri,Recruiter_B,27-02-2024 00:00,04-03-2024 00:00,13-03-2024 00:00,28-03-2024 00:00,Joined,129036,Illinois,Microsoft
Technical Project Manager,Microsoft,Naukri,Recruiter_B,27-02-2024 00:00,03-03-2024 00:00,05-03-2024 00:00,28-03-2024 00:00,Joined,65604,Illinois,Microsoft
ASIC Design Engineer,Deloitte,LinkedIn,Recruiter_B,27-02-2024 00:00,03-03-2024 00:00,09-03-2024 00:00,28-03-2024 00:00,Interview,118254,Texas,Deloitte
Mechanical Engineer,Amazon,LinkedIn,Imtyaz,27-02-2024 00:00,04-03-2024 00:00,09-03-2024 00:00,01-04-2024 00:00,Offered,135673,New York,Amazon
Technical Project Manager,Microsoft,Career Site,Imtyaz,27-02-2024 00:00,06-03-2024 00:00,12-03-2024 00:00,03-04-2024 00:00,Joined,139995,California,Microsoft
Mechanical Engineer,Amazon,Naukri,Recruiter_B,28-02-2024 00:00,29-02-2024 00:00,07-03-2024 00:00,12-03-2024 00:00,Interview,142615,Illinois,Amazon
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_A,28-02-2024 00:00,05-03-2024 00:00,11-03-2024 00:00,22-03-2024 00:00,Offered,82743,Texas,Microsoft
ASIC Design Engineer,Accenture,Naukri,Imtyaz,28-02-2024 00:00,06-03-2024 00:00,16-03-2024 00:00,26-03-2024 00:00,Rejected,131875,California,Accenture
ASIC Design Engineer,Microsoft,Referral,Recruiter_B,28-02-2024 00:00,29-02-2024 00:00,02-03-2024 00:00,26-03-2024 00:00,Joined,135611,Illinois,Microsoft
RTL Design Engineer,Accenture,Indeed,Recruiter_C,28-02-2024 00:00,04-03-2024 00:00,12-03-2024 00:00,31-03-2024 00:00,Rejected,132308,Illinois,Accenture
Verification Engineer,Accenture,LinkedIn,Recruiter_B,28-02-2024 00:00,03-03-2024 00:00,07-03-2024 00:00,04-04-2024 00:00,Interview,117548,California,Accenture
Mechanical Engineer,Amazon,LinkedIn,Recruiter_B,28-02-2024 00:00,02-03-2024 00:00,09-03-2024 00:00,07-04-2024 00:00,Rejected,145374,Illinois,Amazon
Verification Engineer,Amazon,LinkedIn,Recruiter_D,28-02-2024 00:00,09-03-2024 00:00,13-03-2024 00:00,08-04-2024 00:00,Interview,116152,New York,Amazon
RTL Design Engineer,Amazon,Indeed,Recruiter_B,28-02-2024 00:00,06-03-2024 00:00,12-03-2024 00:00,10-04-2024 00:00,Rejected,129329,Illinois,Amazon
